Participant,evidence_sequence,experience
1014.0,"no,no,no,no,no,no,no,no,no,no",CSI
1014.0,"no,no,no,no,no,no,no,no,no,no",CSI
1014.0,"no,no,no,no,no,no,no,no,no,no",CSI
1014.0,"no,no,no,no,no,no,no,no,no,no",CSI
1014.0,"no,no,no,no,no,no,no,no,no,no",CSI
1014.0,"no,no,yes,no,no,no,no,no,no,no",CSI
1014.0,"no,no,no,no,yes,no,yes,yes,no,yes",CSI
1014.0,"yes,yes,yes,yes,no,no,no,yes,no,yes",CSI
1014.0,"yes,no,no,no,yes,yes,yes,no,no,no",CSI
1014.0,"yes,yes,no,no,no,yes,yes,yes,no,no",CSI
1014.0,"no,no,no,no,yes,no,no,no,no,no",CSI
1014.0,"no,no,no,no,no,no,no,no,no,no",CSI
1014.0,"no,no,no,no,no,no,no,no,yes,no",CSI
1014.0,"no,yes,no,yes,yes,yes,yes,yes,no,no",CSI
1014.0,"no,no,no,yes,no,yes,yes,yes,no,yes",CSI
1014.0,"no,no,no,yes,yes,no,no,no,no,no",CSI
1014.0,"no,yes,yes,no,no,no,no,no,no,no",CSI
1014.0,"no,no,no,no,no,no,no,no,no,yes",CSI
1014.0,"yes,no,no,yes,no,no,no,no,no,no",CSI
1014.0,"no,no,no,no,no,yes,yes,yes,yes,yes",CSI
1014.0,"yes,no,no,yes,no,no,no,yes,yes,yes",CSI
1014.0,"yes,yes,no,no,yes,yes,yes,no,yes,no",CSI
1014.0,"yes,no,no,no,no,no,no,no,no,no",CSI
1014.0,"no,no,yes,yes,yes,yes,no,no,no,no",CSI
1014.0,"yes,no,yes,no,no,no,no,no,no,no",CSI
1014.0,"no,no,no,no,no,no,no,yes,no,no",CSI
1014.0,"no,yes,no,no,no,no,no,no,no,yes",CSI
1014.0,"no,no,no,no,no,no,yes,yes,yes,no",CSI
1014.0,"no,no,yes,yes,yes,no,yes,yes,no,no",CSI
1014.0,"yes,no,no,no,yes,no,yes,yes,no,yes",CSI
1014.0,"no,no,no,no,no,no,no,no,no,no",CSI
1014.0,"no,no,no,no,no,no,no,yes,no,no",CSI
1014.0,"no,no,no,no,no,no,no,no,no,no",CSI
1014.0,"no,no,no,no,no,no,yes,no,no,no",CSI
1014.0,"no,no,yes,no,no,no,no,no,no,no",CSI
1014.0,"no,no,no,no,no,no,no,no,no,no",CSI
1014.0,"no,no,no,no,no,no,no,no,no,no",CSI
1014.0,"no,no,no,no,no,no,no,no,no,no",CSI
1014.0,"no,no,no,no,no,no,no,yes,yes,yes",CSI
1014.0,"yes,yes,yes,yes,yes,no,no,no,yes,no",CSI
1014.0,"no,no,no,yes,no,yes,yes,no,yes,yes",CSI
1014.0,"no,no,yes,no,no,no,yes,no,no,yes",CSI
1014.0,"no,no,no,no,no,no,no,no,no,no",CSI
1014.0,"yes,no,yes,no,no,no,no,no,no,no",CSI
1014.0,"no,no,no,no,no,no,no,no,no,no",CSI
1014.0,"no,no,no,no,no,no,no,no,no,no",CSI
1014.0,"no,no,no,no,no,no,no,no,no,no",CSI
1014.0,"no,no,no,no,no,no,no,no,no,no",CSI
1014.0,"no,no,no,no,no,no,no,no,no,no",CSI
1014.0,"no,no,no,no,no,no,no,no,no,no",CSI
1014.0,"no,no,no,no,no,no,no,no,no,no",CSI
1014.0,"no,no,no,no,no,no,no,no,no,no",CSI
1014.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1014.0,"yes,no,yes,yes,yes,no,yes,no,yes,yes",CSI
1014.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1014.0,"yes,yes,yes,yes,yes,yes,yes,no,yes,yes",CSI
1014.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1014.0,"yes,yes,yes,yes,no,no,yes,yes,no,yes",CSI
1014.0,"yes,no,yes,no,no,yes,yes,yes,yes,yes",CSI
1014.0,"yes,no,no,yes,yes,no,yes,yes,yes,yes",CSI
1014.0,"yes,no,no,no,no,yes,yes,no,no,no",CSI
1014.0,"no,no,no,no,no,no,no,no,no,no",CSI
1014.0,"no,no,no,no,no,no,no,yes,yes,no",CSI
1014.0,"no,no,no,no,no,no,no,no,no,no",CSI
1014.0,"no,no,no,no,no,no,no,no,no,no",CSI
1014.0,"no,no,no,no,no,no,no,no,no,no",CSI
1014.0,"no,no,no,no,no,no,no,no,no,no",CSI
1014.0,"no,no,no,no,no,no,no,no,no,yes",CSI
1014.0,"yes,yes,yes,no,no,no,no,no,no,no",CSI
1014.0,"no,no,no,yes,no,no,no,no,no,no",CSI
1014.0,"no,no,no,no,no,no,no,no,no,no",CSI
1014.0,"no,no,no,no,yes,no,no,no,no,no",CSI
1014.0,"no,no,no,no,no,no,no,no,no,no",CSI
1014.0,"no,no,no,no,no,no,no,no,no,no",CSI
1014.0,"no,no,no,no,no,no,no,no,no,no",CSI
1014.0,"yes,yes,yes,yes,yes,yes,no,no,no,yes",CSI
1014.0,"yes,yes,yes,no,no,no,no,no,no,no",CSI
1014.0,"no,no,no,no,no,no,no,no,no,no",CSI
1014.0,"no,no,no,no,yes,yes,yes,yes,yes,yes",CSI
1014.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,no",CSI
1014.0,"no,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1014.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1014.0,"no,no,yes,yes,yes,yes,yes,no,no,no",CSI
1014.0,"yes,yes,no,yes,yes,yes,no,yes,no,no",CSI
1014.0,"no,no,no,no,no,no,no,no,no,no",CSI
1017.0,"no,no,no,yes,no,no,no,no,no,no",CSI
1017.0,"no,no,no,no,no,no,no,yes,no,no",CSI
1017.0,"no,yes,yes,yes,no,no,no,no,no,no",CSI
1017.0,"no,no,no,no,no,no,no,no,no,no",CSI
1017.0,"no,no,yes,no,no,no,no,no,no,no",CSI
1017.0,"yes,yes,no,no,yes,yes,no,no,no,no",CSI
1017.0,"no,no,no,no,no,no,no,no,no,no",CSI
1017.0,"no,no,no,no,no,no,no,no,no,no",CSI
1017.0,"no,no,no,no,no,no,no,no,no,no",CSI
1017.0,"no,no,no,no,no,no,no,no,yes,yes",CSI
1017.0,"yes,no,no,no,no,no,no,no,no,no",CSI
1017.0,"no,no,no,no,no,yes,no,no,yes,yes",CSI
1017.0,"yes,no,no,no,no,no,no,no,no,no",CSI
1017.0,"no,no,no,no,no,no,no,no,no,no",CSI
1017.0,"no,no,no,yes,no,no,no,no,no,no",CSI
1017.0,"no,no,no,no,no,no,no,yes,yes,no",CSI
1017.0,"no,no,yes,no,no,no,no,no,no,no",CSI
1017.0,"no,yes,yes,no,no,no,yes,no,no,no",CSI
1017.0,"yes,yes,yes,yes,yes,no,no,no,no,no",CSI
1017.0,"no,no,no,no,no,no,no,no,yes,yes",CSI
1017.0,"yes,yes,yes,yes,no,yes,no,no,no,no",CSI
1017.0,"no,no,no,no,no,no,no,no,no,no",CSI
1017.0,"no,no,no,no,no,no,no,no,yes,yes",CSI
1017.0,"yes,yes,yes,yes,yes,no,yes,yes,yes,no",CSI
1017.0,"no,no,no,no,yes,no,no,yes,yes,yes",CSI
1017.0,"yes,yes,yes,yes,yes,no,yes,yes,yes,yes",CSI
1017.0,"yes,yes,no,no,yes,yes,yes,yes,yes,no",CSI
1017.0,"no,no,no,yes,yes,no,no,no,no,no",CSI
1017.0,"yes,no,no,no,no,no,no,no,no,no",CSI
1017.0,"no,no,no,no,no,no,no,no,no,no",CSI
1017.0,"no,no,no,no,no,no,no,no,no,no",CSI
1017.0,"no,no,no,no,no,no,no,no,yes,yes",CSI
1017.0,"yes,no,no,no,no,no,no,no,no,no",CSI
1017.0,"yes,no,yes,yes,no,no,yes,no,no,no",CSI
1017.0,"no,no,no,no,no,no,no,no,no,no",CSI
1017.0,"no,no,no,no,no,no,no,no,no,no",CSI
1017.0,"no,no,no,no,no,no,no,yes,no,yes",CSI
1017.0,"no,no,no,no,no,no,no,no,no,no",CSI
1017.0,"no,yes,yes,yes,yes,yes,yes,no,no,no",CSI
1017.0,"no,no,no,no,no,no,no,no,no,no",CSI
1017.0,"no,no,yes,no,yes,yes,yes,yes,yes,yes",CSI
1017.0,"yes,yes,yes,no,no,no,no,no,no,no",CSI
1017.0,"no,no,no,no,no,no,no,no,no,no",CSI
1017.0,"no,no,no,no,no,no,no,no,no,no",CSI
1017.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1017.0,"yes,yes,yes,no,no,no,no,no,no,no",CSI
1017.0,"no,no,no,no,no,no,no,no,no,no",CSI
1017.0,"no,no,no,no,no,no,no,yes,yes,yes",CSI
1017.0,"yes,yes,yes,yes,no,no,no,no,no,no",CSI
1017.0,"no,no,no,no,no,no,no,no,no,no",CSI
1017.0,"yes,yes,yes,no,yes,yes,yes,yes,yes,yes",CSI
1017.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1017.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1017.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1017.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1017.0,"yes,no,no,no,no,yes,yes,yes,yes,no",CSI
1017.0,"yes,yes,no,yes,yes,yes,yes,no,no,no",CSI
1017.0,"no,no,no,no,no,no,no,no,no,no",CSI
1017.0,"no,no,no,no,yes,no,no,no,no,no",CSI
1017.0,"no,no,no,no,no,yes,yes,yes,yes,yes",CSI
1017.0,"yes,yes,yes,no,no,no,no,no,no,no",CSI
1017.0,"yes,yes,yes,yes,no,yes,yes,yes,yes,yes",CSI
1017.0,"yes,no,yes,yes,yes,yes,yes,yes,yes,no",CSI
1017.0,"no,yes,yes,yes,yes,yes,yes,yes,no,yes",CSI
1017.0,"no,no,no,no,no,no,no,yes,yes,yes",CSI
1017.0,"no,no,no,no,yes,yes,no,no,yes,yes",CSI
1017.0,"yes,no,no,yes,yes,yes,no,no,yes,yes",CSI
1017.0,"yes,yes,no,no,no,no,no,no,no,no",CSI
1017.0,"no,no,no,no,no,no,no,no,no,no",CSI
1017.0,"no,no,no,no,no,no,no,no,no,yes",CSI
1017.0,"yes,no,no,no,no,no,no,no,no,no",CSI
1017.0,"no,no,no,no,no,no,no,yes,yes,yes",CSI
1017.0,"yes,yes,yes,no,no,no,no,no,no,no",CSI
1017.0,"no,no,no,no,no,yes,yes,yes,no,yes",CSI
1017.0,"yes,yes,yes,yes,yes,yes,yes,yes,no,no",CSI
1017.0,"no,no,no,no,no,no,no,no,no,no",CSI
1017.0,"no,no,no,no,no,no,no,no,no,no",CSI
1017.0,"no,no,no,no,no,no,no,no,no,no",CSI
1017.0,"no,no,no,no,no,yes,yes,no,no,no",CSI
1017.0,"yes,yes,yes,yes,yes,no,no,no,yes,yes",CSI
1017.0,"yes,yes,yes,yes,yes,no,yes,yes,yes,yes",CSI
1017.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1017.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1017.0,"yes,yes,yes,yes,no,no,no,no,no,no",CSI
1017.0,"no,no,no,no,no,no,no,no,no,no",CSI
1017.0,"no,no,no,no,no,no,no,no,no,no",CSI
1017.0,"no,no,no,no,no,no,yes,yes,yes,yes",CSI
1017.0,"yes,yes,yes,yes,yes,no,yes,no,yes,no",CSI
1017.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1018.0,"no,no,no,no,yes,no,no,yes,yes,no",CSI
1018.0,"no,no,no,no,no,no,no,no,no,yes",CSI
1018.0,"no,yes,no,no,no,no,yes,yes,no,no",CSI
1018.0,"yes,yes,no,no,no,no,yes,no,no,yes",CSI
1018.0,"no,no,yes,no,no,no,yes,yes,no,no",CSI
1018.0,"no,no,yes,no,no,no,no,no,no,no",CSI
1018.0,"no,no,no,no,no,no,no,no,no,no",CSI
1018.0,"no,no,no,no,no,yes,no,no,yes,no",CSI
1018.0,"no,yes,yes,no,no,no,no,no,yes,no",CSI
1018.0,"no,no,no,no,yes,no,no,no,no,no",CSI
1018.0,"no,no,no,yes,no,no,no,no,no,no",CSI
1018.0,"no,no,no,no,no,no,no,no,no,no",CSI
1018.0,"no,no,yes,yes,yes,yes,yes,yes,no,no",CSI
1018.0,"no,no,no,no,no,no,no,no,no,no",CSI
1018.0,"no,no,no,yes,yes,no,no,yes,no,yes",CSI
1018.0,"no,no,no,no,no,no,no,no,no,no",CSI
1018.0,"no,no,no,no,no,no,no,no,no,no",CSI
1018.0,"no,no,no,no,yes,yes,no,yes,no,no",CSI
1018.0,"yes,no,yes,no,no,no,no,no,no,yes",CSI
1018.0,"no,no,no,no,no,no,yes,yes,no,no",CSI
1018.0,"no,yes,no,no,no,no,no,no,no,no",CSI
1018.0,"no,no,no,no,no,no,no,no,no,no",CSI
1018.0,"no,no,no,yes,yes,no,no,no,yes,yes",CSI
1018.0,"no,no,no,no,no,no,no,no,no,no",CSI
1018.0,"no,no,no,no,no,no,no,no,no,no",CSI
1018.0,"no,no,no,no,no,no,no,no,no,no",CSI
1018.0,"no,no,no,no,no,no,no,no,no,no",CSI
1018.0,"no,no,no,no,no,no,yes,yes,yes,yes",CSI
1018.0,"yes,yes,yes,no,no,no,no,no,yes,yes",CSI
1018.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,no",CSI
1018.0,"no,no,no,no,no,no,no,no,no,no",CSI
1018.0,"no,no,no,no,no,no,no,no,no,no",CSI
1018.0,"no,no,no,no,no,no,no,no,no,no",CSI
1018.0,"no,no,no,no,no,no,no,no,no,no",CSI
1018.0,"no,no,no,no,no,no,no,no,no,no",CSI
1018.0,"no,yes,yes,yes,yes,yes,yes,yes,yes,no",CSI
1018.0,"yes,no,no,no,no,no,no,no,no,yes",CSI
1018.0,"no,no,no,no,no,no,no,no,yes,yes",CSI
1018.0,"yes,yes,yes,no,yes,yes,yes,yes,yes,yes",CSI
1018.0,"yes,yes,yes,yes,yes,no,no,yes,yes,no",CSI
1018.0,"no,no,no,yes,no,no,no,no,no,no",CSI
1018.0,"yes,yes,yes,yes,yes,yes,no,yes,yes,yes",CSI
1018.0,"no,yes,yes,yes,no,no,no,no,yes,yes",CSI
1018.0,"yes,yes,no,no,yes,yes,yes,yes,no,no",CSI
1018.0,"no,no,no,yes,no,no,no,no,no,no",CSI
1018.0,"no,yes,yes,yes,yes,yes,no,no,no,no",CSI
1018.0,"no,no,no,no,no,no,no,no,no,no",CSI
1018.0,"no,no,no,yes,yes,no,no,no,no,no",CSI
1018.0,"no,no,yes,yes,yes,no,no,yes,no,yes",CSI
1018.0,"yes,yes,yes,no,no,no,no,no,no,no",CSI
1018.0,"no,yes,yes,yes,yes,yes,yes,yes,yes,no",CSI
1018.0,"no,no,no,no,no,no,no,no,no,no",CSI
1018.0,"no,no,no,no,no,no,no,no,no,no",CSI
1018.0,"no,no,no,no,no,no,no,no,no,no",CSI
1018.0,"no,yes,yes,no,no,no,no,no,yes,yes",CSI
1018.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1018.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1018.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,no",CSI
1018.0,"no,no,yes,no,no,no,no,no,no,no",CSI
1018.0,"no,no,no,yes,yes,no,no,no,no,no",CSI
1019.0,"no,no,no,no,no,no,no,no,yes,no",CSI
1019.0,"yes,no,yes,yes,no,no,yes,no,no,yes",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"no,no,yes,no,yes,yes,no,no,yes,no",CSI
1019.0,"no,no,no,no,no,yes,yes,no,no,no",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"no,no,no,yes,no,no,no,no,no,no",CSI
1019.0,"no,no,no,no,no,no,no,no,no,yes",CSI
1019.0,"no,no,no,no,no,yes,no,no,no,no",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"no,no,no,no,no,no,no,no,yes,yes",CSI
1019.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1019.0,"yes,yes,yes,yes,no,no,no,no,no,no",CSI
1019.0,"no,yes,yes,yes,yes,yes,yes,yes,no,no",CSI
1019.0,"yes,no,yes,yes,no,no,no,no,no,no",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"no,no,yes,no,no,yes,no,no,no,no",CSI
1019.0,"yes,yes,yes,yes,yes,yes,yes,yes,no,no",CSI
1019.0,"no,no,no,no,no,yes,yes,yes,yes,yes",CSI
1019.0,"yes,no,no,no,no,no,yes,no,no,yes",CSI
1019.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1019.0,"yes,yes,yes,yes,yes,no,no,yes,yes,yes",CSI
1019.0,"no,yes,no,yes,yes,yes,no,yes,no,yes",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"no,yes,no,no,no,no,no,no,no,no",CSI
1019.0,"no,no,no,yes,yes,no,no,no,yes,yes",CSI
1019.0,"no,no,yes,no,yes,no,no,no,no,no",CSI
1019.0,"yes,yes,yes,no,no,no,no,no,yes,no",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"no,no,yes,no,yes,no,no,no,no,no",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"yes,no,yes,no,no,no,no,no,no,no",CSI
1019.0,"no,no,yes,no,no,yes,no,no,no,yes",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"yes,no,no,no,no,no,no,no,no,no",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"no,no,no,no,yes,yes,yes,yes,yes,no",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"no,no,no,no,no,yes,no,no,yes,yes",CSI
1019.0,"no,yes,yes,yes,no,no,no,no,yes,yes",CSI
1019.0,"no,no,no,no,no,no,no,yes,no,no",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"no,no,no,no,yes,no,no,no,yes,no",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"no,yes,no,no,yes,no,no,yes,no,no",CSI
1019.0,"yes,yes,yes,no,yes,no,yes,yes,no,no",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"no,no,no,no,no,yes,no,no,no,no",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"yes,no,no,no,no,yes,yes,yes,yes,yes",CSI
1019.0,"yes,yes,yes,no,yes,yes,no,yes,yes,no",CSI
1019.0,"no,no,no,yes,no,no,no,yes,no,yes",CSI
1019.0,"no,yes,no,yes,no,yes,yes,no,yes,yes",CSI
1019.0,"yes,yes,yes,yes,yes,yes,no,no,no,no",CSI
1019.0,"no,no,no,no,no,yes,yes,yes,yes,yes",CSI
1019.0,"yes,no,yes,yes,no,no,yes,yes,yes,no",CSI
1019.0,"no,yes,no,no,no,no,no,no,yes,no",CSI
1019.0,"no,yes,yes,yes,yes,yes,yes,yes,yes,no",CSI
1019.0,"no,no,no,no,no,no,no,yes,no,no",CSI
1019.0,"no,no,no,yes,yes,no,no,yes,yes,yes",CSI
1019.0,"yes,yes,yes,yes,yes,yes,yes,yes,no,yes",CSI
1019.0,"no,no,no,no,yes,yes,yes,no,no,no",CSI
1019.0,"yes,no,no,yes,no,yes,yes,yes,yes,yes",CSI
1019.0,"yes,yes,no,yes,no,no,no,yes,no,no",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"no,no,no,no,no,no,no,no,no,yes",CSI
1019.0,"yes,no,yes,no,no,yes,no,no,no,no",CSI
1019.0,"no,yes,yes,yes,no,no,no,no,no,yes",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"no,no,no,no,no,no,yes,yes,yes,yes",CSI
1019.0,"yes,yes,no,yes,yes,yes,no,yes,yes,yes",CSI
1019.0,"yes,yes,no,no,no,no,no,no,no,no",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"no,no,no,no,no,no,yes,yes,yes,no",CSI
1019.0,"no,no,no,no,no,no,no,yes,no,no",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"no,no,no,no,yes,yes,no,no,no,no",CSI
1019.0,"no,yes,yes,no,no,no,no,yes,yes,no",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"yes,yes,yes,yes,yes,no,yes,no,no,no",CSI
1019.0,"yes,no,no,no,no,no,no,no,no,no",CSI
1019.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,no",CSI
1019.0,"yes,yes,yes,yes,yes,yes,yes,no,yes,yes",CSI
1019.0,"yes,yes,yes,no,no,no,no,no,no,no",CSI
1019.0,"no,no,no,no,no,no,yes,no,yes,yes",CSI
1019.0,"yes,yes,no,no,no,no,no,no,no,no",CSI
1019.0,"no,no,no,no,no,no,no,no,no,no",CSI
1019.0,"no,no,no,no,no,yes,no,no,no,no",CSI
1019.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,no",CSI
1020.0,"no,no,no,no,yes,no,no,yes,no,no",CSI
1020.0,"yes,no,no,yes,no,no,no,no,no,no",CSI
1020.0,"no,no,no,yes,no,no,no,no,no,no",CSI
1020.0,"no,yes,yes,yes,no,yes,yes,no,no,no",CSI
1020.0,"no,no,no,no,yes,no,no,no,yes,no",CSI
1020.0,"no,no,no,yes,yes,yes,no,yes,yes,yes",CSI
1020.0,"yes,no,no,no,yes,yes,no,no,no,no",CSI
1020.0,"no,yes,no,yes,yes,no,no,yes,no,no",CSI
1020.0,"no,no,no,no,no,no,yes,no,no,no",CSI
1020.0,"no,no,yes,no,no,no,no,yes,no,yes",CSI
1020.0,"no,no,no,no,no,no,no,no,no,no",CSI
1020.0,"no,no,no,no,yes,no,no,no,no,no",CSI
1020.0,"no,yes,no,no,no,no,no,no,no,no",CSI
1020.0,"no,no,no,no,no,no,no,no,no,no",CSI
1020.0,"no,no,no,no,no,no,no,no,no,no",CSI
1020.0,"no,no,no,no,no,no,no,no,no,yes",CSI
1020.0,"no,no,yes,yes,yes,no,yes,no,no,no",CSI
1020.0,"no,no,no,no,no,no,no,no,no,no",CSI
1020.0,"no,no,yes,yes,no,yes,yes,yes,yes,yes",CSI
1020.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1020.0,"yes,yes,yes,yes,no,no,no,no,yes,no",CSI
1020.0,"no,no,yes,yes,yes,yes,no,no,yes,yes",CSI
1020.0,"yes,yes,yes,yes,yes,no,yes,yes,yes,no",CSI
1020.0,"yes,yes,no,no,no,yes,no,no,yes,no",CSI
1020.0,"yes,yes,no,no,no,no,no,no,no,no",CSI
1020.0,"no,no,no,no,no,yes,no,no,no,no",CSI
1020.0,"no,yes,no,yes,no,no,yes,yes,yes,yes",CSI
1020.0,"yes,yes,no,no,no,yes,yes,yes,yes,yes",CSI
1020.0,"yes,yes,yes,no,yes,no,yes,yes,yes,no",CSI
1020.0,"yes,yes,yes,yes,no,no,no,no,no,no",CSI
1020.0,"no,no,no,no,no,no,no,no,no,no",CSI
1020.0,"no,no,no,no,no,no,no,no,no,no",CSI
1020.0,"no,no,no,no,no,no,no,no,no,no",CSI
1020.0,"no,no,no,no,yes,yes,no,no,yes,yes",CSI
1020.0,"no,no,no,no,no,no,no,no,no,yes",CSI
1020.0,"yes,no,no,yes,yes,no,no,no,no,no",CSI
1020.0,"no,no,no,no,no,no,no,no,no,no",CSI
1020.0,"no,no,no,no,no,no,no,no,no,no",CSI
1020.0,"no,no,no,no,no,no,no,no,no,no",CSI
1020.0,"no,no,no,yes,yes,yes,yes,yes,yes,yes",CSI
1020.0,"no,yes,no,yes,yes,no,no,no,no,no",CSI
1020.0,"no,no,no,no,no,no,no,no,no,yes",CSI
1020.0,"yes,no,no,no,no,no,no,yes,yes,yes",CSI
1020.0,"yes,yes,yes,yes,no,no,no,no,no,no",CSI
1020.0,"no,no,no,no,no,no,no,no,no,no",CSI
1020.0,"no,no,no,yes,no,yes,yes,yes,yes,yes",CSI
1020.0,"no,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1020.0,"yes,no,yes,yes,yes,yes,yes,no,no,no",CSI
1020.0,"no,no,no,no,no,no,no,no,no,no",CSI
1020.0,"no,no,no,no,no,no,no,no,no,no",CSI
1020.0,"no,no,no,no,no,no,no,no,no,no",CSI
1020.0,"no,no,no,no,no,no,no,no,no,no",CSI
1020.0,"no,no,no,no,no,yes,no,yes,yes,yes",CSI
1020.0,"no,no,no,no,no,no,no,no,no,no",CSI
1020.0,"no,no,no,no,no,no,no,no,no,no",CSI
1020.0,"yes,yes,yes,yes,no,yes,yes,yes,yes,yes",CSI
1020.0,"yes,yes,yes,no,yes,yes,yes,yes,yes,yes",CSI
1020.0,"no,yes,yes,no,yes,yes,yes,yes,no,yes",CSI
1020.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1020.0,"no,yes,no,yes,yes,yes,yes,yes,yes,yes",CSI
1020.0,"yes,yes,yes,no,no,no,yes,yes,yes,yes",CSI
1020.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1020.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1020.0,"yes,yes,yes,no,no,yes,yes,no,yes,yes",CSI
1020.0,"yes,yes,yes,no,no,no,yes,yes,yes,yes",CSI
1020.0,"yes,yes,yes,no,no,no,yes,no,yes,yes",CSI
1020.0,"no,no,no,no,yes,no,yes,yes,yes,yes",CSI
1020.0,"yes,no,no,no,no,yes,yes,yes,yes,yes",CSI
1020.0,"yes,no,yes,yes,yes,no,no,no,yes,no",CSI
1020.0,"no,no,no,no,yes,no,no,yes,yes,yes",CSI
1020.0,"yes,yes,no,yes,yes,yes,yes,yes,yes,yes",CSI
1020.0,"no,no,no,no,no,no,yes,no,no,yes",CSI
1020.0,"yes,yes,no,no,no,no,yes,yes,no,yes",CSI
1020.0,"no,no,no,no,yes,yes,no,no,no,no",CSI
1020.0,"no,no,yes,yes,no,no,no,no,no,no",CSI
